record_id,date,station_name,neighborhood,hour,pickups,returns,weather,temperature_c,day_of_week,is_holiday
298,2024-03-15,Krutenau,Krutenau,8,25,23,Partly Cloudy,13.2,Friday,No
299,2024-03-15,Quai des Bateliers,Centre-Ville,17,41,41,Partly Cloudy,13.2,Friday,No
300,2024-03-16,Cathedrale,Centre-Ville,14,8,5,Cloudy,5.5,Saturday,No
301,2024-03-16,Hopital Civil,Centre-Ville,9,21,29,Cloudy,5.5,Saturday,No
302,2024-03-16,Meinau,Meinau,13,9,11,Cloudy,5.5,Saturday,No
303,2024-03-17,Rue du Faubourg National,Gare,8,6,6,Rainy,3.4,Sunday,No
304,2024-03-17,Porte de lHopital,Centre-Ville,10,4,3,Rainy,3.4,Sunday,No
305,2024-03-17,Place de la Republique,Republique,19,3,2,Rainy,3.4,Sunday,No
306,2024-03-17,Krutenau,Krutenau,14,1,0,Rainy,3.4,Sunday,No
307,2024-03-18,Parlement Europeen,Wacken,8,19,17,Rainy,8.6,Monday,No
308,2024-03-18,Campus Esplanade,Esplanade,12,9,7,Rainy,8.6,Monday,No
309,2024-03-18,Illkirch Graffenstaden,Illkirch,8,14,9,Rainy,8.6,Monday,No
310,2024-03-18,Place Broglie,Centre-Ville,8,21,18,Rainy,8.6,Monday,No
311,2024-03-19,Krutenau,Krutenau,8,6,3,Snowy,9.2,Tuesday,No
312,2024-03-19,Place de la Republique,Republique,7,4,5,Snowy,9.2,Tuesday,No
313,2024-03-19,Illkirch Graffenstaden,Illkirch,13,2,1,Snowy,9.2,Tuesday,No
314,2024-03-19,Cronenbourg,Cronenbourg,12,3,4,Snowy,9.2,Tuesday,No
315,2024-03-20,Rue du Faubourg National,Gare,9,40,54,Partly Cloudy,8.1,Wednesday,No
316,2024-03-20,Krutenau,Krutenau,18,60,63,Partly Cloudy,8.1,Wednesday,No
317,2024-03-20,Place Arnold,Contades,12,20,19,Partly Cloudy,8.1,Wednesday,No
318,2024-03-21,Parlement Europeen,Wacken,9,11,7,Rainy,2.5,Thursday,No
319,2024-03-21,Neudorf Marche,Neudorf,12,10,12,Rainy,2.5,Thursday,No
320,2024-03-21,Quai des Bateliers,Centre-Ville,7,7,8,Rainy,2.5,Thursday,No
321,2024-03-21,Gare Centrale,Gare,19,4,4,Rainy,2.5,Thursday,No
322,2024-03-22,Rue du Faubourg National,Gare,17,58,55,Partly Cloudy,7.0,Friday,No
323,2024-03-22,Place de Haguenau,Haguenau,10,9,11,Partly Cloudy,7.0,Friday,No
324,2024-03-22,Petite France,Centre-Ville,8,67,74,Partly Cloudy,7.0,Friday,No
325,2024-03-22,Lingolsheim,Lingolsheim,9,39,41,Partly Cloudy,7.0,Friday,No
326,2024-03-23,Gare Centrale,Gare,19,11,14,Cloudy,2.3,Saturday,No
327,2024-03-23,Krutenau,Krutenau,7,6,6,Cloudy,2.3,Saturday,No
328,2024-03-23,Illkirch Graffenstaden,Illkirch,18,16,11,Cloudy,2.3,Saturday,No
329,2024-03-23,Campus Esplanade,Esplanade,13,8,10,Cloudy,2.3,Saturday,No
330,2024-03-23,Quai des Bateliers,Centre-Ville,14,11,13,Cloudy,2.3,Saturday,No
331,2024-03-24,Place de Haguenau,Haguenau,7,9,8,Sunny,5.8,Sunday,No
332,2024-03-24,Hopital Civil,Centre-Ville,7,14,18,Sunny,5.8,Sunday,No
333,2024-03-24,Petite France,Centre-Ville,8,24,14,Sunny,5.8,Sunday,No
334,2024-03-25,Place de la Republique,Republique,10,10,7,Cloudy,3.9,Monday,No
335,2024-03-25,Campus Esplanade,Esplanade,9,48,66,Cloudy,3.9,Monday,No
336,2024-03-25,Schiltigheim Centre,Schiltigheim,18,43,40,Cloudy,3.9,Monday,No
337,2024-03-25,Place de Haguenau,Haguenau,7,11,14,Cloudy,3.9,Monday,No
338,2024-03-25,Gare Centrale,Gare,9,28,29,Cloudy,3.9,Monday,No
339,2024-03-26,Hopital Civil,Centre-Ville,14,23,29,Partly Cloudy,10.9,Tuesday,No
340,2024-03-26,Quai des Bateliers,Centre-Ville,10,14,9,Partly Cloudy,10.9,Tuesday,No
341,2024-03-26,Krutenau,Krutenau,18,42,48,Partly Cloudy,10.9,Tuesday,No
342,2024-03-26,Neudorf Marche,Neudorf,19,11,8,Partly Cloudy,10.9,Tuesday,No
343,2024-03-26,Place de Haguenau,Haguenau,13,20,17,Partly Cloudy,10.9,Tuesday,No
344,2024-03-27,Campus Esplanade,Esplanade,9,45,42,Cloudy,7.8,Wednesday,No
345,2024-03-27,Petite France,Centre-Ville,17,50,58,Cloudy,7.8,Wednesday,No
346,2024-03-27,Parc de lOrangerie,Orangerie,10,21,25,Cloudy,7.8,Wednesday,No
347,2024-03-27,Krutenau,Krutenau,18,25,29,Cloudy,7.8,Wednesday,No
348,2024-03-27,Place Arnold,Contades,19,9,9,Cloudy,7.8,Wednesday,No
349,2024-03-28,Hopital Civil,Centre-Ville,13,36,30,Sunny,8.5,Thursday,No
350,2024-03-28,Petite France,Centre-Ville,13,41,38,Sunny,8.5,Thursday,No
351,2024-03-28,Meinau,Meinau,10,26,19,Sunny,8.5,Thursday,No
352,2024-03-29,Place Kleber,Centre-Ville,19,6,6,Rainy,7.1,Friday,No
353,2024-03-29,Parlement Europeen,Wacken,9,20,24,Rainy,7.1,Friday,No
354,2024-03-29,Cathedrale,Centre-Ville,19,11,14,Rainy,7.1,Friday,No
355,2024-03-29,Robertsau,Robertsau,9,13,8,Rainy,7.1,Friday,No
356,2024-03-30,Parc de lOrangerie,Orangerie,13,7,7,Rainy,8.4,Saturday,No
357,2024-03-30,Krutenau,Krutenau,13,7,6,Rainy,8.4,Saturday,No
358,2024-03-30,Cathedrale,Centre-Ville,13,2,2,Rainy,8.4,Saturday,No
359,2024-03-30,Place de Haguenau,Haguenau,19,2,2,Rainy,8.4,Saturday,No
360,2024-03-31,Meinau,Meinau,9,5,4,Rainy,6.8,Sunday,No
361,2024-03-31,Illkirch Graffenstaden,Illkirch,8,6,6,Rainy,6.8,Sunday,No
362,2024-03-31,Schiltigheim Centre,Schiltigheim,13,3,3,Rainy,6.8,Sunday,No
363,2024-03-31,Place de la Republique,Republique,13,3,2,Rainy,6.8,Sunday,No
364,2024-03-31,Hopital Civil,Centre-Ville,19,4,5,Rainy,6.8,Sunday,No
365,2024-04-01,Illkirch Graffenstaden,Illkirch,10,11,13,Sunny,12.4,Monday,Yes
366,2024-04-01,Hopital Civil,Centre-Ville,17,35,35,Sunny,12.4,Monday,Yes
367,2024-04-01,Neudorf Marche,Neudorf,19,8,6,Sunny,12.4,Monday,Yes
368,2024-04-01,Cathedrale,Centre-Ville,12,21,17,Sunny,12.4,Monday,Yes
369,2024-04-01,Place Arnold,Contades,18,33,34,Sunny,12.4,Monday,Yes
370,2024-04-02,Robertsau,Robertsau,19,3,3,Snowy,6.2,Tuesday,No
371,2024-04-02,Place Arnold,Contades,19,4,3,Snowy,6.2,Tuesday,No
372,2024-04-02,Neudorf Marche,Neudorf,9,9,7,Snowy,6.2,Tuesday,No
373,2024-04-03,Krutenau,Krutenau,18,54,68,Partly Cloudy,11.2,Wednesday,No
374,2024-04-03,Quai des Bateliers,Centre-Ville,17,48,30,Partly Cloudy,11.2,Wednesday,No
375,2024-04-03,Gare Centrale,Gare,18,33,19,Partly Cloudy,11.2,Wednesday,No
376,2024-04-03,Hopital Civil,Centre-Ville,9,20,19,Partly Cloudy,11.2,Wednesday,No
377,2024-04-04,Schiltigheim Centre,Schiltigheim,12,21,29,Cloudy,15.2,Thursday,No
378,2024-04-04,Place Broglie,Centre-Ville,13,44,53,Cloudy,15.2,Thursday,No
379,2024-04-04,Petite France,Centre-Ville,12,35,29,Cloudy,15.2,Thursday,No
380,2024-04-05,Krutenau,Krutenau,9,15,14,Rainy,10.6,Friday,No
381,2024-04-05,Lingolsheim,Lingolsheim,18,12,11,Rainy,10.6,Friday,No
382,2024-04-05,Place de Haguenau,Haguenau,18,15,18,Rainy,10.6,Friday,No
383,2024-04-06,Krutenau,Krutenau,13,21,18,Cloudy,9.0,Saturday,No
384,2024-04-06,Parc de lOrangerie,Orangerie,19,3,3,Cloudy,9.0,Saturday,No
385,2024-04-06,Place Arnold,Contades,8,14,14,Cloudy,9.0,Saturday,No
386,2024-04-07,Petite France,Centre-Ville,13,4,5,Rainy,14.7,Sunday,No
387,2024-04-07,Meinau,Meinau,12,4,4,Rainy,14.7,Sunday,No
388,2024-04-07,Lingolsheim,Lingolsheim,8,7,8,Rainy,14.7,Sunday,No
389,2024-04-07,Place de Haguenau,Haguenau,17,7,4,Rainy,14.7,Sunday,No
390,2024-04-08,Place de la Republique,Republique,19,14,14,Sunny,11.5,Monday,No
391,2024-04-08,Krutenau,Krutenau,8,32,23,Sunny,11.5,Monday,No
392,2024-04-08,Place Broglie,Centre-Ville,17,57,77,Sunny,11.5,Monday,No
393,2024-04-09,Place de la Republique,Republique,17,25,34,Sunny,8.4,Tuesday,No
394,2024-04-09,Place Arnold,Contades,19,13,17,Sunny,8.4,Tuesday,No
395,2024-04-09,Hopital Civil,Centre-Ville,12,39,34,Sunny,8.4,Tuesday,No
396,2024-04-10,Petite France,Centre-Ville,12,23,23,Sunny,12.8,Wednesday,No
397,2024-04-10,Parc de lOrangerie,Orangerie,10,15,15,Sunny,12.8,Wednesday,No
398,2024-04-10,Porte de lHopital,Centre-Ville,10,35,22,Sunny,12.8,Wednesday,No
399,2024-04-10,Illkirch Graffenstaden,Illkirch,18,20,15,Sunny,12.8,Wednesday,No
400,2024-04-10,Gare Centrale,Gare,17,37,25,Sunny,12.8,Wednesday,No
401,2024-04-11,Hopital Civil,Centre-Ville,18,24,20,Partly Cloudy,18.6,Thursday,No
402,2024-04-11,Lingolsheim,Lingolsheim,19,16,14,Partly Cloudy,18.6,Thursday,No
403,2024-04-11,Quai des Bateliers,Centre-Ville,12,41,45,Partly Cloudy,18.6,Thursday,No
404,2024-04-11,Porte de lHopital,Centre-Ville,12,45,56,Partly Cloudy,18.6,Thursday,No
405,2024-04-12,Place de Bordeaux,Wacken,10,14,13,Cloudy,10.6,Friday,No
406,2024-04-12,Place de Haguenau,Haguenau,8,58,63,Cloudy,10.6,Friday,No
407,2024-04-12,Hopital Civil,Centre-Ville,14,20,24,Cloudy,10.6,Friday,No
408,2024-04-12,Krutenau,Krutenau,7,12,14,Cloudy,10.6,Friday,No
409,2024-04-13,Parlement Europeen,Wacken,12,12,15,Sunny,16.1,Saturday,No
410,2024-04-13,Rue du Faubourg National,Gare,8,15,18,Sunny,16.1,Saturday,No
411,2024-04-13,Hopital Civil,Centre-Ville,19,12,12,Sunny,16.1,Saturday,No
412,2024-04-13,Place Arnold,Contades,12,12,14,Sunny,16.1,Saturday,No
413,2024-04-13,Illkirch Graffenstaden,Illkirch,13,16,18,Sunny,16.1,Saturday,No
414,2024-04-14,Place Broglie,Centre-Ville,18,28,24,Partly Cloudy,10.7,Sunday,No
415,2024-04-14,Parc de lOrangerie,Orangerie,18,23,28,Partly Cloudy,10.7,Sunday,No
416,2024-04-14,Place de Haguenau,Haguenau,8,16,16,Partly Cloudy,10.7,Sunday,No
417,2024-04-15,Krutenau,Krutenau,10,18,15,Cloudy,10.0,Monday,No
418,2024-04-15,Gare Centrale,Gare,9,25,20,Cloudy,10.0,Monday,No
419,2024-04-15,Parlement Europeen,Wacken,17,38,43,Cloudy,10.0,Monday,No
420,2024-04-15,Rue du Faubourg National,Gare,9,39,25,Cloudy,10.0,Monday,No
421,2024-04-16,Illkirch Graffenstaden,Illkirch,8,30,34,Sunny,14.4,Tuesday,No
422,2024-04-16,Campus Esplanade,Esplanade,12,37,42,Sunny,14.4,Tuesday,No
423,2024-04-16,Neudorf Marche,Neudorf,19,15,18,Sunny,14.4,Tuesday,No
424,2024-04-17,Hopital Civil,Centre-Ville,14,22,24,Cloudy,9.4,Wednesday,No
425,2024-04-17,Illkirch Graffenstaden,Illkirch,10,12,16,Cloudy,9.4,Wednesday,No
426,2024-04-17,Rue du Faubourg National,Gare,14,21,26,Cloudy,9.4,Wednesday,No
427,2024-04-17,Quai des Bateliers,Centre-Ville,8,52,71,Cloudy,9.4,Wednesday,No
428,2024-04-18,Hopital Civil,Centre-Ville,17,63,64,Partly Cloudy,10.7,Thursday,No
429,2024-04-18,Place de la Republique,Republique,14,18,18,Partly Cloudy,10.7,Thursday,No
430,2024-04-18,Lingolsheim,Lingolsheim,8,44,43,Partly Cloudy,10.7,Thursday,No
431,2024-04-19,Cronenbourg,Cronenbourg,7,19,14,Cloudy,12.9,Friday,No
432,2024-04-19,Place Broglie,Centre-Ville,13,44,27,Cloudy,12.9,Friday,No
433,2024-04-19,Illkirch Graffenstaden,Illkirch,14,5,5,Cloudy,12.9,Friday,No
434,2024-04-20,Robertsau,Robertsau,17,28,27,Cloudy,9.8,Saturday,No
435,2024-04-20,Petite France,Centre-Ville,13,27,23,Cloudy,9.8,Saturday,No
436,2024-04-20,Schiltigheim Centre,Schiltigheim,12,14,15,Cloudy,9.8,Saturday,No
437,2024-04-20,Parc de lOrangerie,Orangerie,7,10,6,Cloudy,9.8,Saturday,No
438,2024-04-21,Place de la Republique,Republique,9,25,33,Cloudy,13.4,Sunday,No
439,2024-04-21,Lingolsheim,Lingolsheim,8,18,14,Cloudy,13.4,Sunday,No
440,2024-04-21,Place de Bordeaux,Wacken,9,17,23,Cloudy,13.4,Sunday,No
441,2024-04-21,Krutenau,Krutenau,18,25,25,Cloudy,13.4,Sunday,No
442,2024-04-22,Porte de lHopital,Centre-Ville,14,5,6,Rainy,14.5,Monday,No
443,2024-04-22,Krutenau,Krutenau,9,19,13,Rainy,14.5,Monday,No
444,2024-04-22,Place Kleber,Centre-Ville,10,6,4,Rainy,14.5,Monday,No
445,2024-04-22,Hopital Civil,Centre-Ville,17,10,9,Rainy,14.5,Monday,No
446,2024-04-22,Meinau,Meinau,13,8,6,Rainy,14.5,Monday,No
447,2024-04-23,Place Arnold,Contades,17,23,23,Cloudy,9.1,Tuesday,No
448,2024-04-23,Gare Centrale,Gare,19,16,9,Cloudy,9.1,Tuesday,No
449,2024-04-23,Place de la Republique,Republique,14,16,21,Cloudy,9.1,Tuesday,No
450,2024-04-23,Place de Bordeaux,Wacken,10,15,17,Cloudy,9.1,Tuesday,No
451,2024-04-24,Parlement Europeen,Wacken,19,12,8,Partly Cloudy,11.2,Wednesday,No
452,2024-04-24,Cathedrale,Centre-Ville,12,17,12,Partly Cloudy,11.2,Wednesday,No
453,2024-04-24,Place de Haguenau,Haguenau,12,21,19,Partly Cloudy,11.2,Wednesday,No
454,2024-04-25,Hopital Civil,Centre-Ville,12,16,20,Rainy,9.4,Thursday,No
455,2024-04-25,Place de la Republique,Republique,19,5,3,Rainy,9.4,Thursday,No
456,2024-04-25,Krutenau,Krutenau,19,6,8,Rainy,9.4,Thursday,No
457,2024-04-25,Gare Centrale,Gare,19,2,1,Rainy,9.4,Thursday,No
458,2024-04-25,Cathedrale,Centre-Ville,19,7,5,Rainy,9.4,Thursday,No
459,2024-04-26,Lingolsheim,Lingolsheim,17,46,59,Partly Cloudy,12.2,Friday,No
460,2024-04-26,Gare Centrale,Gare,19,13,12,Partly Cloudy,12.2,Friday,No
461,2024-04-26,Porte de lHopital,Centre-Ville,18,59,56,Partly Cloudy,12.2,Friday,No
462,2024-04-27,Krutenau,Krutenau,13,3,2,Snowy,7.5,Saturday,No
463,2024-04-27,Place de Bordeaux,Wacken,9,4,4,Snowy,7.5,Saturday,No
464,2024-04-27,Place Broglie,Centre-Ville,18,7,5,Snowy,7.5,Saturday,No
465,2024-04-27,Cronenbourg,Cronenbourg,10,2,1,Snowy,7.5,Saturday,No
466,2024-04-27,Neudorf Marche,Neudorf,10,1,1,Snowy,7.5,Saturday,No
467,2024-04-28,Petite France,Centre-Ville,7,9,10,Sunny,18.2,Sunday,No
468,2024-04-28,Schiltigheim Centre,Schiltigheim,13,10,8,Sunny,18.2,Sunday,No
469,2024-04-28,Place de la Republique,Republique,12,13,12,Sunny,18.2,Sunday,No
470,2024-04-29,Place de la Republique,Republique,13,7,9,Rainy,9.6,Monday,No
471,2024-04-29,Illkirch Graffenstaden,Illkirch,13,7,7,Rainy,9.6,Monday,No
472,2024-04-29,Petite France,Centre-Ville,7,7,7,Rainy,9.6,Monday,No
473,2024-04-29,Parc de lOrangerie,Orangerie,19,10,7,Rainy,9.6,Monday,No
474,2024-04-29,Parlement Europeen,Wacken,9,13,15,Rainy,9.6,Monday,No
475,2024-04-30,Place de Bordeaux,Wacken,14,9,11,Sunny,13.7,Tuesday,No
476,2024-04-30,Campus Esplanade,Esplanade,18,26,34,Sunny,13.7,Tuesday,No
477,2024-04-30,Neudorf Marche,Neudorf,7,20,12,Sunny,13.7,Tuesday,No
478,2024-05-01,Quai des Bateliers,Centre-Ville,18,40,44,Cloudy,11.6,Wednesday,Yes
479,2024-05-01,Place de Bordeaux,Wacken,14,10,8,Cloudy,11.6,Wednesday,Yes
480,2024-05-01,Parlement Europeen,Wacken,19,5,4,Cloudy,11.6,Wednesday,Yes
481,2024-05-02,Krutenau,Krutenau,13,16,14,Cloudy,13.3,Thursday,No
482,2024-05-02,Place Arnold,Contades,7,12,10,Cloudy,13.3,Thursday,No
483,2024-05-02,Meinau,Meinau,10,21,18,Cloudy,13.3,Thursday,No
484,2024-05-02,Campus Esplanade,Esplanade,13,16,14,Cloudy,13.3,Thursday,No
485,2024-05-02,Parlement Europeen,Wacken,12,33,32,Cloudy,13.3,Thursday,No
486,2024-05-03,Petite France,Centre-Ville,8,37,39,Cloudy,16.4,Friday,No
487,2024-05-03,Krutenau,Krutenau,7,16,17,Cloudy,16.4,Friday,No
488,2024-05-03,Quai des Bateliers,Centre-Ville,18,57,65,Cloudy,16.4,Friday,No
489,2024-05-03,Hopital Civil,Centre-Ville,10,14,8,Cloudy,16.4,Friday,No
490,2024-05-03,Place de Bordeaux,Wacken,19,14,8,Cloudy,16.4,Friday,No
491,2024-05-04,Place Broglie,Centre-Ville,7,9,8,Partly Cloudy,13.2,Saturday,No
492,2024-05-04,Cronenbourg,Cronenbourg,17,23,28,Partly Cloudy,13.2,Saturday,No
493,2024-05-04,Rue du Faubourg National,Gare,13,19,14,Partly Cloudy,13.2,Saturday,No
494,2024-05-04,Campus Esplanade,Esplanade,8,19,21,Partly Cloudy,13.2,Saturday,No
495,2024-05-04,Meinau,Meinau,19,12,11,Partly Cloudy,13.2,Saturday,No
496,2024-05-05,Petite France,Centre-Ville,18,20,12,Partly Cloudy,17.4,Sunday,No
497,2024-05-05,Place Kleber,Centre-Ville,10,9,11,Partly Cloudy,17.4,Sunday,No
498,2024-05-05,Quai des Bateliers,Centre-Ville,9,16,16,Partly Cloudy,17.4,Sunday,No
499,2024-05-05,Parc de lOrangerie,Orangerie,8,24,22,Partly Cloudy,17.4,Sunday,No
500,2024-05-06,Porte de lHopital,Centre-Ville,9,52,37,Cloudy,18.2,Monday,No
501,2024-05-06,Place de Bordeaux,Wacken,13,29,29,Cloudy,18.2,Monday,No
502,2024-05-06,Place de Haguenau,Haguenau,7,17,10,Cloudy,18.2,Monday,No
503,2024-05-06,Neudorf Marche,Neudorf,13,21,29,Cloudy,18.2,Monday,No
504,2024-05-07,Cathedrale,Centre-Ville,14,18,11,Sunny,12.9,Tuesday,No
505,2024-05-07,Schiltigheim Centre,Schiltigheim,9,45,31,Sunny,12.9,Tuesday,No
506,2024-05-07,Parc de lOrangerie,Orangerie,8,43,34,Sunny,12.9,Tuesday,No
507,2024-05-07,Parlement Europeen,Wacken,18,29,22,Sunny,12.9,Tuesday,No
508,2024-05-08,Porte de lHopital,Centre-Ville,12,31,32,Sunny,19.5,Wednesday,No
509,2024-05-08,Place de Bordeaux,Wacken,7,14,16,Sunny,19.5,Wednesday,No
510,2024-05-08,Robertsau,Robertsau,10,15,20,Sunny,19.5,Wednesday,No
511,2024-05-08,Quai des Bateliers,Centre-Ville,13,27,23,Sunny,19.5,Wednesday,No
512,2024-05-09,Place Arnold,Contades,14,8,7,Sunny,14.8,Thursday,Yes
513,2024-05-09,Porte de lHopital,Centre-Ville,19,17,16,Sunny,14.8,Thursday,Yes
514,2024-05-09,Campus Esplanade,Esplanade,9,21,15,Sunny,14.8,Thursday,Yes
515,2024-05-09,Place de la Republique,Republique,8,16,17,Sunny,14.8,Thursday,Yes
516,2024-05-10,Quai des Bateliers,Centre-Ville,12,8,11,Rainy,13.8,Friday,No
517,2024-05-10,Place de la Republique,Republique,12,9,8,Rainy,13.8,Friday,No
518,2024-05-10,Neudorf Marche,Neudorf,9,15,20,Rainy,13.8,Friday,No
519,2024-05-10,Gare Centrale,Gare,8,8,7,Rainy,13.8,Friday,No
520,2024-05-11,Place Kleber,Centre-Ville,9,25,34,Sunny,11.3,Saturday,No
521,2024-05-11,Krutenau,Krutenau,8,30,19,Sunny,11.3,Saturday,No
522,2024-05-11,Gare Centrale,Gare,19,13,9,Sunny,11.3,Saturday,No
523,2024-05-11,Campus Esplanade,Esplanade,18,29,29,Sunny,11.3,Saturday,No
524,2024-05-11,Cathedrale,Centre-Ville,10,12,9,Sunny,11.3,Saturday,No
525,2024-05-12,Neudorf Marche,Neudorf,19,2,1,Rainy,13.3,Sunday,No
526,2024-05-12,Porte de lHopital,Centre-Ville,8,12,14,Rainy,13.3,Sunday,No
527,2024-05-12,Parlement Europeen,Wacken,13,2,1,Rainy,13.3,Sunday,No
528,2024-05-12,Cathedrale,Centre-Ville,17,13,16,Rainy,13.3,Sunday,No
529,2024-05-13,Gare Centrale,Gare,14,4,2,Rainy,15.7,Monday,No
530,2024-05-13,Cronenbourg,Cronenbourg,13,10,6,Rainy,15.7,Monday,No
531,2024-05-13,Robertsau,Robertsau,9,10,9,Rainy,15.7,Monday,No
532,2024-05-13,Porte de lHopital,Centre-Ville,8,13,16,Rainy,15.7,Monday,No
533,2024-05-14,Petite France,Centre-Ville,17,15,20,Rainy,17.1,Tuesday,No
534,2024-05-14,Place de la Republique,Republique,18,12,11,Rainy,17.1,Tuesday,No
535,2024-05-14,Place de Haguenau,Haguenau,10,5,5,Rainy,17.1,Tuesday,No
536,2024-05-14,Parc de lOrangerie,Orangerie,8,11,14,Rainy,17.1,Tuesday,No
537,2024-05-15,Lingolsheim,Lingolsheim,13,17,12,Cloudy,12.3,Wednesday,No
538,2024-05-15,Hopital Civil,Centre-Ville,18,50,41,Cloudy,12.3,Wednesday,No
539,2024-05-15,Krutenau,Krutenau,14,23,21,Cloudy,12.3,Wednesday,No
540,2024-05-15,Robertsau,Robertsau,10,15,18,Cloudy,12.3,Wednesday,No
541,2024-05-15,Place de Haguenau,Haguenau,8,32,31,Cloudy,12.3,Wednesday,No
542,2024-05-16,Meinau,Meinau,9,43,52,Partly Cloudy,13.5,Thursday,No
543,2024-05-16,Place Broglie,Centre-Ville,14,25,16,Partly Cloudy,13.5,Thursday,No
544,2024-05-16,Petite France,Centre-Ville,18,54,57,Partly Cloudy,13.5,Thursday,No
545,2024-05-16,Schiltigheim Centre,Schiltigheim,19,12,7,Partly Cloudy,13.5,Thursday,No
546,2024-05-17,Krutenau,Krutenau,17,16,17,Rainy,16.5,Friday,No
547,2024-05-17,Place Arnold,Contades,17,14,16,Rainy,16.5,Friday,No
548,2024-05-17,Gare Centrale,Gare,12,4,4,Rainy,16.5,Friday,No
549,2024-05-18,Place Broglie,Centre-Ville,12,12,10,Rainy,20.1,Saturday,No
550,2024-05-18,Krutenau,Krutenau,17,10,6,Rainy,20.1,Saturday,No
551,2024-05-18,Place Arnold,Contades,12,5,3,Rainy,20.1,Saturday,No
552,2024-05-18,Place de Bordeaux,Wacken,14,3,2,Rainy,20.1,Saturday,No
553,2024-05-19,Place Broglie,Centre-Ville,7,4,3,Rainy,16.7,Sunday,No
554,2024-05-19,Place de Haguenau,Haguenau,13,3,3,Rainy,16.7,Sunday,No
555,2024-05-19,Place Kleber,Centre-Ville,7,2,2,Rainy,16.7,Sunday,No
556,2024-05-19,Illkirch Graffenstaden,Illkirch,8,3,3,Rainy,16.7,Sunday,No
557,2024-05-20,Porte de lHopital,Centre-Ville,19,22,16,Partly Cloudy,10.5,Monday,No
558,2024-05-20,Place de Haguenau,Haguenau,12,31,26,Partly Cloudy,10.5,Monday,No
559,2024-05-20,Neudorf Marche,Neudorf,12,18,24,Partly Cloudy,10.5,Monday,No
560,2024-05-20,Cathedrale,Centre-Ville,14,10,8,Partly Cloudy,10.5,Monday,No
561,2024-05-20,Quai des Bateliers,Centre-Ville,10,20,22,Partly Cloudy,10.5,Monday,No
562,2024-05-21,Quai des Bateliers,Centre-Ville,8,21,23,Rainy,15.3,Tuesday,No
563,2024-05-21,Lingolsheim,Lingolsheim,10,8,10,Rainy,15.3,Tuesday,No
564,2024-05-21,Place de Bordeaux,Wacken,19,4,4,Rainy,15.3,Tuesday,No
565,2024-05-21,Schiltigheim Centre,Schiltigheim,8,16,21,Rainy,15.3,Tuesday,No
566,2024-05-21,Meinau,Meinau,18,23,21,Rainy,15.3,Tuesday,No
567,2024-05-22,Meinau,Meinau,18,12,8,Rainy,16.7,Wednesday,No
568,2024-05-22,Campus Esplanade,Esplanade,12,11,9,Rainy,16.7,Wednesday,No
569,2024-05-22,Schiltigheim Centre,Schiltigheim,7,7,9,Rainy,16.7,Wednesday,No
570,2024-05-22,Place Arnold,Contades,12,8,9,Rainy,16.7,Wednesday,No
571,2024-05-22,Hopital Civil,Centre-Ville,14,14,8,Rainy,16.7,Wednesday,No
572,2024-05-23,Robertsau,Robertsau,14,13,15,Cloudy,16.0,Thursday,No
573,2024-05-23,Rue du Faubourg National,Gare,18,16,20,Cloudy,16.0,Thursday,No
574,2024-05-23,Cathedrale,Centre-Ville,13,34,33,Cloudy,16.0,Thursday,No
575,2024-05-23,Petite France,Centre-Ville,10,5,3,Cloudy,16.0,Thursday,No
576,2024-05-23,Krutenau,Krutenau,14,13,9,Cloudy,16.0,Thursday,No
577,2024-05-24,Hopital Civil,Centre-Ville,19,11,11,Cloudy,14.9,Friday,No
578,2024-05-24,Campus Esplanade,Esplanade,10,17,19,Cloudy,14.9,Friday,No
579,2024-05-24,Neudorf Marche,Neudorf,19,14,19,Cloudy,14.9,Friday,No
580,2024-05-24,Place Arnold,Contades,19,14,9,Cloudy,14.9,Friday,No
581,2024-05-25,Krutenau,Krutenau,14,2,2,Snowy,16.7,Saturday,No
582,2024-05-25,Rue du Faubourg National,Gare,17,5,6,Snowy,16.7,Saturday,No
583,2024-05-25,Gare Centrale,Gare,19,2,2,Snowy,16.7,Saturday,No
584,2024-05-25,Hopital Civil,Centre-Ville,12,2,2,Snowy,16.7,Saturday,No
585,2024-05-26,Petite France,Centre-Ville,18,37,51,Partly Cloudy,15.1,Sunday,No
586,2024-05-26,Illkirch Graffenstaden,Illkirch,17,20,14,Partly Cloudy,15.1,Sunday,No
587,2024-05-26,Place Broglie,Centre-Ville,18,22,18,Partly Cloudy,15.1,Sunday,No
588,2024-05-26,Krutenau,Krutenau,9,15,9,Partly Cloudy,15.1,Sunday,No
589,2024-05-26,Parlement Europeen,Wacken,9,21,17,Partly Cloudy,15.1,Sunday,No
590,2024-05-27,Krutenau,Krutenau,8,27,16,Sunny,13.7,Monday,No
591,2024-05-27,Porte de lHopital,Centre-Ville,12,29,29,Sunny,13.7,Monday,No
592,2024-05-27,Lingolsheim,Lingolsheim,12,22,25,Sunny,13.7,Monday,No
593,2024-05-28,Petite France,Centre-Ville,9,53,43,Sunny,11.9,Tuesday,No
594,2024-05-28,Place de Haguenau,Haguenau,19,23,24,Sunny,11.9,Tuesday,No
595,2024-05-28,Place Arnold,Contades,19,16,9,Sunny,11.9,Tuesday,No
596,2024-05-28,Quai des Bateliers,Centre-Ville,10,16,15,Sunny,11.9,Tuesday,No
